sottocartella,profondita,file_diretti,file_ricorsivi,byte_ricorsivi,ultimo_mtime_utc,estensioni_principali_ricorsive
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_18_WF3_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:25+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_18_WF3_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_18_WF3_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:25+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_19_WF3_LR_+15.0deg,4,10,22,802087,2026-08-11T15:29:25+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_19_WF3_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_19_WF3_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:24+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_20_WF3_LR_+30.0deg,4,10,22,802087,2026-08-11T15:29:25+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_20_WF3_LR_+30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_20_WF3_LR_+30.0deg/output,5,3,3,548544,2026-08-11T15:29:25+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_21_WF3_LR_+15.0deg,4,10,22,802087,2026-08-11T15:29:26+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_21_WF3_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_21_WF3_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:26+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_22_WF3_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:27+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_22_WF3_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_22_WF3_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:27+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_23_WF3_LR_-15.0deg,4,10,22,802089,2026-08-11T15:29:29+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_23_WF3_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_23_WF3_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:29+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_24_WF3_LR_-30.0deg,4,10,22,802089,2026-08-11T15:29:30+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_24_WF3_LR_-30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_24_WF3_LR_-30.0deg/output,5,3,3,548544,2026-08-11T15:29:30+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_25_WF3_LR_-15.0deg,4,10,22,802089,2026-08-11T15:29:31+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_25_WF3_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_25_WF3_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:31+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_26_WF3_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:32+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_26_WF3_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_26_WF3_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:32+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_27_WF1_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:33+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_27_WF1_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_27_WF1_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:33+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_28_WF1_LR_+15.0deg,4,10,22,802087,2026-08-11T15:29:35+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_28_WF1_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_28_WF1_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:35+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_29_WF1_LR_+30.0deg,4,10,22,802087,2026-08-11T15:29:36+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_29_WF1_LR_+30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_29_WF1_LR_+30.0deg/output,5,3,3,548544,2026-08-11T15:29:36+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_30_WF1_LR_+15.0deg,4,10,22,802087,2026-08-11T15:29:37+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_30_WF1_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_30_WF1_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:37+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_31_WF1_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:38+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_31_WF1_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_31_WF1_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:38+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_32_WF1_LR_-15.0deg,4,10,22,802089,2026-08-11T15:29:39+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_32_WF1_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_32_WF1_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:39+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_33_WF1_LR_-30.0deg,4,10,22,802089,2026-08-11T15:29:40+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_33_WF1_LR_-30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_33_WF1_LR_-30.0deg/output,5,3,3,548544,2026-08-11T15:29:40+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_34_WF1_LR_-15.0deg,4,10,22,802089,2026-08-11T15:29:42+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_34_WF1_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_34_WF1_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:42+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_35_WF1_LR_+00.0deg,4,10,22,802085,2026-08-11T15:29:43+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_35_WF1_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_35_WF1_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:43+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_36_BF_LR_+00.0deg,4,10,22,802078,2026-08-11T15:29:44+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_36_BF_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_36_BF_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:44+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_37_BF_LR_+15.0deg,4,10,22,802080,2026-08-11T15:29:45+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_37_BF_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_37_BF_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:45+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_38_BF_LR_+30.0deg,4,10,22,802080,2026-08-11T15:29:47+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_38_BF_LR_+30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_38_BF_LR_+30.0deg/output,5,3,3,548544,2026-08-11T15:29:47+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_39_BF_LR_+15.0deg,4,10,22,802080,2026-08-11T15:29:48+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_39_BF_LR_+15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_39_BF_LR_+15.0deg/output,5,3,3,548544,2026-08-11T15:29:48+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_40_BF_LR_+00.0deg,4,10,22,802078,2026-08-11T15:29:49+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_40_BF_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_40_BF_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:49+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_41_BF_LR_-15.0deg,4,10,22,802082,2026-08-11T15:29:50+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_41_BF_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_41_BF_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:50+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_42_BF_LR_-30.0deg,4,10,22,802082,2026-08-11T15:29:52+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_42_BF_LR_-30.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_42_BF_LR_-30.0deg/output,5,3,3,548544,2026-08-11T15:29:52+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_43_BF_LR_-15.0deg,4,10,22,802082,2026-08-11T15:29:53+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_43_BF_LR_-15.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_43_BF_LR_-15.0deg/output,5,3,3,548544,2026-08-11T15:29:53+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_44_BF_LR_+00.0deg,4,10,22,802078,2026-08-11T15:29:54+00:00,.dat:9; .in:5; .h5:4; .log:3; .vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_44_BF_LR_+00.0deg/airfoilsection,5,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
BFF_DUST_55/CASE_DUST_SMOKE/SURFACE_SEQUENCE_4231/frame_44_BF_LR_+00.0deg/output,5,3,3,548544,2026-08-11T15:29:54+00:00,.h5:3
BFF_DUST_55/CASE_DUST_SMOKE/__pycache__,3,3,3,20819,2026-08-11T15:29:03+00:00,.pyc:3
BFF_DUST_55/CASE_DUST_SMOKE/dust,3,6,6,164191,2026-08-11T15:16:34+00:00,.in:5; .h5:1
BFF_DUST_55/CASE_DUST_SMOKE/output,3,0,15,960215,2026-08-11T15:16:34+00:00,.log:3; .in:2; .txt:1; .h5:1; .frc:1; .ine:1; .jnt:1; .mod:1; .mov:1; .nc:1; .out:1; .mbd:1
BFF_DUST_55/CASE_DUST_SMOKE/output/smoke_020s,4,14,15,960215,2026-08-11T15:16:34+00:00,.log:3; .in:2; .txt:1; .h5:1; .frc:1; .ine:1; .jnt:1; .mod:1; .mov:1; .nc:1; .out:1; .mbd:1
BFF_DUST_55/CASE_DUST_SMOKE/output/smoke_020s/dust,5,1,1,95840,2026-08-10T23:13:34+00:00,.h5:1
BFF_DUST_55/CASE_DUST_SMOKE/paraview_results,3,1,1,85650,2026-08-11T15:16:44+00:00,.vtu:1
BFF_DUST_55/CASE_DUST_SMOKE/precice-run,3,0,0,0,,
BFF_DUST_55/CASE_DUST_SMOKE/structure,3,1,1,2218,2026-08-10T23:08:00+00:00,.in:1
BFF_DUST_55/__pycache__,2,1,1,28535,2026-08-11T17:55:04+00:00,.pyc:1
BFF_DUST_55/adapters,2,2,4,25950,2026-08-11T17:55:04+00:00,.pyc:2; .py:2
BFF_DUST_55/adapters/__pycache__,3,2,2,15751,2026-08-11T17:55:04+00:00,.pyc:2
BFF_DUST_55/config,2,2,2,794,2026-08-11T16:52:56+00:00,.env:1; .example:1
BFF_DUST_55/meshes,2,0,3,17813,2026-08-11T16:46:34+00:00,.in:3
BFF_DUST_55/meshes/COARSE,3,1,1,5937,2026-08-11T16:46:34+00:00,.in:1
BFF_DUST_55/meshes/FINE,3,1,1,5938,2026-08-11T16:46:34+00:00,.in:1
BFF_DUST_55/meshes/MEDIUM,3,1,1,5938,2026-08-11T16:46:34+00:00,.in:1
BFF_DUST_55/model,2,2,26,57547681,2026-08-11T16:56:17+00:00,.mbd:12; .in:5; .dat:5; .xml:2; .fem:1; .c81:1
BFF_DUST_55/model/dust,3,4,9,10581,2026-08-11T16:47:44+00:00,.dat:5; .in:4
BFF_DUST_55/model/dust/airfoilsection,4,5,5,6657,2026-08-11T16:44:14+00:00,.dat:5
BFF_DUST_55/model/mbdyn,3,2,14,57528465,2026-08-11T16:56:17+00:00,.mbd:12; .fem:1; .c81:1
BFF_DUST_55/model/mbdyn/INCLUDE,4,12,12,57516467,2026-08-11T16:56:14+00:00,.mbd:10; .fem:1; .c81:1
BFF_DUST_55/model/structure,3,1,1,2218,2026-08-11T16:44:14+00:00,.in:1
BFF_DUST_55/output,2,0,70,8067871,2026-08-11T18:41:36+00:00,.vtu:12; .h5:10; .log:10; .in:8; .mod:3; .out:3; .xml:3; .mbd:3; .pvd:3; .frc:2; .ine:2; .jnt:2
BFF_DUST_55/output/check,3,14,16,298196,2026-08-11T18:41:33+00:00,.log:3; .h5:2; .in:2; .frc:1; .ine:1; .jnt:1; .mod:1; .mov:1; .out:1; .xml:1; [senza_estensione]:1; .mbd:1
BFF_DUST_55/output/check/dust,4,1,1,127968,2026-08-11T18:41:28+00:00,.h5:1
BFF_DUST_55/output/check/precice-run,4,0,1,75,2026-08-11T18:41:29+00:00,[senza_estensione]:1
BFF_DUST_55/output/check/precice-run/dust-MBDyn,5,0,1,75,2026-08-11T18:41:29+00:00,[senza_estensione]:1
BFF_DUST_55/output/check/precice-run/dust-MBDyn/52,6,1,1,75,2026-08-11T18:41:29+00:00,[senza_estensione]:1
BFF_DUST_55/output/check_production,3,10,12,691212,2026-08-11T18:41:36+00:00,.log:3; .h5:2; .in:2; .mod:1; .out:1; .xml:1; [senza_estensione]:1; .mbd:1
BFF_DUST_55/output/check_production/dust,4,1,1,320352,2026-08-11T18:41:34+00:00,.h5:1
BFF_DUST_55/output/check_production/precice-run,4,0,1,75,2026-08-11T18:41:34+00:00,[senza_estensione]:1
BFF_DUST_55/output/check_production/precice-run/dust-MBDyn,5,0,1,75,2026-08-11T18:41:34+00:00,[senza_estensione]:1
BFF_DUST_55/output/check_production/precice-run/dust-MBDyn/52,6,1,1,75,2026-08-11T18:41:34+00:00,[senza_estensione]:1
BFF_DUST_55/output/smoke,3,22,42,7078463,2026-08-11T17:54:54+00:00,.vtu:12; .h5:6; .log:4; .in:4; .pvd:3; .csv:2; .json:2; .xml:1; .frc:1; .ine:1; .jnt:1; .mbd:1
BFF_DUST_55/output/smoke/dust,4,5,5,1712000,2026-08-11T17:54:54+00:00,.h5:5
BFF_DUST_55/output/smoke/paraview,4,15,15,727702,2026-08-11T17:54:54+00:00,.vtu:12; .pvd:3
BFF_DUST_55/precice-run,2,0,0,0,,
BFF_DUST_55/reference,2,3,3,1339,2026-08-11T16:54:32+00:00,.csv:3
BFF_DUST_55/reports,2,4,10,982294,2026-08-11T16:55:46+00:00,.h5:3; .in:3; .vtu:2; .md:1; .json:1
BFF_DUST_55/reports/generated_meshes,3,6,6,678344,2026-08-11T16:55:46+00:00,.h5:3; .in:3
BFF_DUST_55/tools,2,6,11,52782,2026-08-13T00:26:07+00:00,.py:6; .pyc:5
BFF_DUST_55/tools/__pycache__,3,5,5,31858,2026-08-11T17:55:04+00:00,.pyc:5
BFF_maneuver_envelope,1,8,21,154969026,2026-08-30T20:39:58+00:00,.py:5; .pyc:3; .log:2; .mbd:2; .nc:2; .out:2; .stdout:2; [senza_estensione]:1; .md:1; .json:1
BFF_maneuver_envelope/__pycache__,2,3,3,58155,2026-08-30T20:39:58+00:00,.pyc:3
BFF_maneuver_envelope/output_n1_verification,2,10,10,154844780,2026-08-30T20:39:42+00:00,.log:2; .mbd:2; .nc:2; .out:2; .stdout:2
BFF_open_loop,1,16,35,57898931,2026-08-21T17:04:35+00:00,.pyc:9; .py:9; .mbd:8; .md:4; .c81:2; .fem:1; .sh:1; .bat:1
BFF_open_loop/INCLUDE,2,10,10,57539315,2026-08-21T15:43:57+00:00,.mbd:7; .c81:2; .fem:1
BFF_open_loop/__pycache__,2,9,9,194732,2026-08-21T17:04:35+00:00,.pyc:9
DUST,1,6,15,21470,2026-07-21T15:00:56+00:00,.dat:9; .in:5; .py:1
DUST/Output,2,0,0,0,,
DUST/Postpro,2,0,0,0,,
DUST/Postpro/Paraview,3,0,0,0,,
DUST/airfoilsection,2,9,9,11981,2026-05-07T15:37:31+00:00,.dat:9
GRAFICI,1,1,349,157059873,2026-08-07T23:39:05+00:00,.dat:170; .png:83; .vtu:31; .pdf:11; .log:6; .py:5; .mbd:5; .pyc:4; .out:4; .bdf:4; .svg:4; .nc:3
GRAFICI/MODAL_COMPARISON_10LB,2,4,147,8933998,2026-07-27T09:55:05+00:00,.dat:85; .png:36; .py:3; .pyc:2; .csv:2; .log:2; .mbd:2; .sh:2; .bdf:2; .md:1; .frc:1; .ine:1
GRAFICI/MODAL_COMPARISON_10LB/__pycache__,3,2,2,38947,2026-07-27T09:47:06+00:00,.pyc:2
GRAFICI/MODAL_COMPARISON_10LB/comparison_results,3,25,25,3069759,2026-07-27T09:44:31+00:00,.png:24; .csv:1
GRAFICI/MODAL_COMPARISON_10LB/mbdyn,3,10,10,304757,2026-07-27T08:43:31+00:00,.mbd:2; .frc:1; .ine:1; .jnt:1; .log:1; .mod:1; .mov:1; .out:1; .sh:1
GRAFICI/MODAL_COMPARISON_10LB/nastran,3,8,93,3262236,2026-07-27T08:41:43+00:00,.dat:85; .bdf:2; .nas:1; .mat:1; .sh:1; .f06:1; .log:1; .op2:1
GRAFICI/MODAL_COMPARISON_10LB/nastran/BULK,4,85,85,1336179,2026-05-20T16:13:51+00:00,.dat:85
GRAFICI/MODAL_COMPARISON_10LB/plots,3,13,13,2218045,2026-07-27T08:43:50+00:00,.png:12; .csv:1
GRAFICI/SOL101,2,1,117,77464544,2026-08-06T20:41:30+00:00,.dat:85; .pdf:6; .png:6; .log:4; .mbd:3; .nc:3; .out:3; .bdf:2; .pyc:1; .py:1; .fem:1; .f06:1
GRAFICI/SOL101/__pycache__,3,1,1,22179,2026-08-06T20:41:08+00:00,.pyc:1
GRAFICI/SOL101/mbdyn,3,4,13,62667224,2026-07-29T21:02:49+00:00,.mbd:3; .log:3; .nc:3; .out:3; .fem:1
GRAFICI/SOL101/mbdyn/results,4,9,9,23916187,2026-07-29T21:02:49+00:00,.log:3; .nc:3; .out:3
GRAFICI/SOL101/nastran,3,5,90,7608117,2026-07-29T21:02:49+00:00,.dat:85; .bdf:2; .f06:1; .log:1; .op2:1
GRAFICI/SOL101/nastran/BULK,4,85,85,5550328,2026-07-29T21:02:49+00:00,.dat:85
GRAFICI/SOL101/plots,3,12,12,7150209,2026-08-06T20:41:30+00:00,.pdf:6; .png:6
GRAFICI/X56_BEAM_GEOMETRY_PLOTS,2,15,16,8601366,2026-08-07T23:39:05+00:00,.pdf:5; .png:5; .svg:4; .pyc:1; .py:1
GRAFICI/X56_BEAM_GEOMETRY_PLOTS/__pycache__,3,1,1,16625,2026-08-06T20:51:59+00:00,.pyc:1
GRAFICI/X56_PARAVIEW,2,32,68,62059860,2026-07-28T13:21:33+00:00,.png:36; .vtu:31; .pvd:1
GRAFICI/X56_PARAVIEW/images,3,36,36,8826300,2026-07-28T13:21:33+00:00,.png:36
MANOUVER_STIFNESS,1,17,195,5692260,2026-09-05T07:51:14+00:00,.mbd:136; .json:20; .py:12; .pyc:11; .csv:10; .md:4; [senza_estensione]:1; .png:1
MANOUVER_STIFNESS/__pycache__,2,11,11,183215,2026-09-05T07:44:26+00:00,.pyc:11
MANOUVER_STIFNESS/audit,2,2,2,5098,2026-09-04T15:49:24+00:00,.json:2
MANOUVER_STIFNESS/nastran,2,1,1,9626,2026-09-05T07:10:56+00:00,.md:1
MANOUVER_STIFNESS/results,2,0,6,540476,2026-09-05T07:38:10+00:00,.json:3; .csv:2; .png:1
MANOUVER_STIFNESS/results/model_review,3,1,1,28124,2026-09-05T07:05:35+00:00,.json:1
MANOUVER_STIFNESS/results/prestress,3,2,2,10077,2026-09-04T19:33:11+00:00,.csv:1; .json:1
MANOUVER_STIFNESS/results/pullup_bff,3,3,3,502275,2026-09-05T07:38:10+00:00,.json:1; .png:1; .csv:1
MANOUVER_STIFNESS/runs,2,0,38,1063881,2026-09-04T13:24:26+00:00,.mbd:30; .csv:4; .json:4
MANOUVER_STIFNESS/runs/load_recovery,3,2,4,73194,2026-09-04T13:24:26+00:00,.mbd:2; .csv:1; .json:1
MANOUVER_STIFNESS/runs/load_recovery/cases,4,2,2,71018,2026-09-04T13:24:26+00:00,.mbd:2
MANOUVER_STIFNESS/runs/primary,3,2,20,631327,2026-09-01T21:57:14+00:00,.mbd:18; .csv:1; .json:1
MANOUVER_STIFNESS/runs/primary/cases,4,18,18,613566,2026-09-01T21:57:14+00:00,.mbd:18
MANOUVER_STIFNESS/runs/stiffness_screen,3,2,10,288363,2026-09-01T21:57:15+00:00,.mbd:8; .csv:1; .json:1
MANOUVER_STIFNESS/runs/stiffness_screen/cases,4,8,8,279544,2026-09-01T21:57:15+00:00,.mbd:8
